"incident_id","operation_name","incident_title","date","incident_type","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","target_type","platform_or_unit","result_outcome","tags","source_type","is_retaliation","is_covert","is_first_use","disputed"
"tw-20241126231503-lebanon-unk","Independent Actions","Lebanon's army tells displaced not to return to frontline villages until Israeli…","Nov 26, 2024","strike","strike","FALSE","","","","","33.9","35.5","Lebanon","","Lebanon's army tells displaced not to return to frontline villages until Israeli troops withdraw","Air defense / TEL","","","LB;LEBANON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241129140003-syria-unk","Independent Actions","Turkey-backed Syrian National Army starts operation against Assad's Syrian army","Nov 29, 2024","strike","strike","FALSE","","","","","34.8","38.99","Syria","","Turkey-backed Syrian National Army starts operation against Assad's Syrian army","Military target","","","STRIKE;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241201011002-aleppo-unk","Independent Actions","Syrian rebels capture light attack aircraft and helicopter as they overrun…","Dec 1, 2024","strike","fighter","FALSE","","","","","36.2","37.16","Aleppo","","Syrian rebels capture light attack aircraft and helicopter as they overrun military bases in Aleppo province","Military base / C2","Multi-role Fighter Aircraft","","ALEPPO;FIGHTER;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241201235004-syria-unk","Independent Actions","For the first time, Syrian rebels fly military helicopter captured from Syrian…","Dec 1, 2024","strike","special_ops","FALSE","","","","","34.8","38.99","Syria","","For the first time, Syrian rebels fly military helicopter captured from Syrian regime forces.","Military target","","","SPECIAL_OPS;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241202012005-aleppo-unk","Independent Actions","Syrian rebels have captured air defense system in eastern Aleppo","Dec 2, 2024","strike","special_ops","FALSE","","","","","36.2","37.16","Aleppo","","Syrian rebels have captured air defense system in eastern Aleppo","Air defense / TEL","","","ALEPPO;SPECIAL_OPS;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241202100002-lebanon-opnort","Op. Northern Arrows","Axios reports that the US has told Israel that the ceasefire with Lebanon could…","Dec 2, 2024","strike","artillery","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","33.9","35.5","Lebanon","","Axios reports that the US has told Israel that the ceasefire with Lebanon could unravel, as Israel launched strikes following Hezbollah mortar attack.","Naval facility","","","ARTILLERY;HEZBOLLAH;ISRAEL;LB;LEBANON;OP-NORTHERN-ARROWS;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241202111003-lebanon-opnort","Op. Northern Arrows","Israeli military announces new strikes against Hezbollah in southern Lebanon","Dec 2, 2024","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","33.9","35.5","Lebanon","","Israeli military announces new strikes against Hezbollah in southern Lebanon","Military target","","","HEZBOLLAH;LB;LEBANON;OP-NORTHERN-ARROWS;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241202125003-lebanon-unk","Independent Actions","Israeli military strikes border crossings between Syria and Lebanon","Dec 2, 2024","strike","strike","FALSE","","","","","33.9","35.5","Lebanon","","Israeli military strikes border crossings between Syria and Lebanon","Military target","","","LB;LEBANON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241203004003-syria-opepic","Op. Epic Fury","Reports of US strikes on Iran-backed militia targets in eastern Syria","Dec 3, 2024","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","34.8","38.99","Syria","","Reports of US strikes on Iran-backed militia targets in eastern Syria","Naval facility","","","OP-EPIC-FURY;STRIKE;SY;SYRIA;US","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20241205012002-syria-unk","Independent Actions","Syrian anti-Assad rebels announce start of operation into Hama city","Dec 5, 2024","strike","strike","FALSE","","","","","34.8","38.99","Syria","","Syrian anti-Assad rebels announce start of operation into Hama city","Military target","","","STRIKE;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241205041005-syria-unk","Independent Actions","Reports that Syrian regime aircraft are departing Hama military airport","Dec 5, 2024","strike","fighter","FALSE","","","","","34.8","38.99","Syria","","Reports that Syrian regime aircraft are departing Hama military airport","Naval facility","Multi-role Fighter Aircraft","","FIGHTER;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241205051002-syria-unk","Independent Actions","Syrian rebels capture Hama military airport","Dec 5, 2024","strike","special_ops","FALSE","","","","","34.8","38.99","Syria","","Syrian rebels capture Hama military airport","Naval facility","","","SPECIAL_OPS;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241207043004-damascus-unk","Independent Actions","Syrian rebels say they are starting operation to encircle Damascus","Dec 7, 2024","strike","strike","FALSE","","","","","33.51","36.29","Damascus","","Syrian rebels say they are starting operation to encircle Damascus","Military target","","","DAMASCUS;STRIKE;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241207104004-damascus-unk","Independent Actions","Reports the Syrian military is retreating from parts of Damascus","Dec 7, 2024","strike","strike","FALSE","","","","","33.51","36.29","Damascus","","Reports the Syrian military is retreating from parts of Damascus","Naval facility","","","DAMASCUS;STRIKE;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241207122001-syria-unk","Independent Actions","Syrian military is withdrawing from Homs city","Dec 7, 2024","strike","strike","FALSE","","","","","34.8","38.99","Syria","","Syrian military is withdrawing from Homs city","Military target","","","STRIKE;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241207125002-syria-unk","Independent Actions","Senior Syrian army general says that top military and security officials in Homs…","Dec 7, 2024","strike","strike","FALSE","","","","","34.8","38.99","Syria","","Senior Syrian army general says that top military and security officials in Homs have fled to the coast via helicopters","Military target","","","STRIKE;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241207163002-damascus-unk","Independent Actions","Syrian rebels approach the notorious Sednaya military prison near Damascus","Dec 7, 2024","strike","strike","FALSE","","","","","33.51","36.29","Damascus","","Syrian rebels approach the notorious Sednaya military prison near Damascus","Military target","","","DAMASCUS;STRIKE;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241207184002-damascus-unk","Independent Actions","Assad's military leadership orders surrender of remaining soldiers in Damascus","Dec 7, 2024","strike","naval","FALSE","","","","","33.51","36.29","Damascus","","Assad's military leadership orders surrender of remaining soldiers in Damascus","Naval vessel","Naval Vessel","","DAMASCUS;NAVAL;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241209204002-damascus-unk","Independent Actions","Strong blasts heard in Damascus","Dec 9, 2024","strike","strike","FALSE","","","","","33.51","36.29","Damascus","","Strong blasts heard in Damascus","Military target","","","DAMASCUS;STRIKE;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241210040002-syria-unk","Independent Actions","Syrian rebel command has ordered fighters to withdraw from cities and has…","Dec 10, 2024","strike","strike","FALSE","","","","","34.8","38.99","Syria","","Syrian rebel command has ordered fighters to withdraw from cities and has deployed police force","Military base / C2","","","STRIKE;SY;SYRIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241210175003-taiwan-unk","Independent Actions","Taiwan says it has detected 53 Chinese military aircraft and 19 ships around the…","Dec 10, 2024","strike","naval","FALSE","","","","","23.7","121.0","Taiwan","","Taiwan says it has detected 53 Chinese military aircraft and 19 ships around the island over the past 24 hours","Naval vessel","Naval Vessel","","NAVAL;TAIWAN;TW","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241214024004-lebanon-unk","Independent Actions","Israeli air force strikes launchers in Lebanon","Dec 14, 2024","strike","fighter","FALSE","","","","","33.9","35.5","Lebanon","","Israeli air force strikes launchers in Lebanon","Military target","Multi-role Fighter Aircraft","","FIGHTER;LB;LEBANON","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241216223002-russia-unk","Independent Actions","Russian Lt. General Igor Kirillov killed in Moscow bomb blast","Dec 16, 2024","strike","fighter","FALSE","","","","","61.52","105.32","Russia","","Russian Lt. General Igor Kirillov killed in Moscow bomb blast","Military target","Multi-role Fighter Aircraft","","FIGHTER;RU;RUSSIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241218182002-israel-12dayw","12-Day War (IDF)","Massive Israeli strikes against Iran-backed Houthis in Yemen","Dec 18, 2024","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Massive Israeli strikes against Iran-backed Houthis in Yemen","Military target","","","12-DAY-WAR-(IDF);IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241220192002-tel-aviv-houthi","Houthi / Proxies","14 people injured in attack by Iran-backed Houthis on Tel Aviv","Dec 20, 2024","strike","strike","FALSE","15.37","44.19","Yemen (Houthi)","Sana'a / Hodeidah","32.08","34.78","Tel Aviv","","14 people injured in attack by Iran-backed Houthis on Tel Aviv","Air defense / TEL","","","HOUTHI-/-PROXIES;IL;STRIKE;TEL-AVIV","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241226133004-israel-iranre","Iran Retaliation","Yemen's Iran-backed Houthis threaten to retaliate against Israeli strikes earlier…","Dec 26, 2024","strike","strike","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Yemen's Iran-backed Houthis threaten to retaliate against Israeli strikes earlier today","Military target","","","IL;IRAN-RETALIATION;ISRAEL;STRIKE","enriched","TRUE","FALSE","FALSE","FALSE"
"tw-20241226133004-russia-unk","Independent Actions","Azerbaijani government says plane that crashed in Kazakhstan was hit by Russian…","Dec 26, 2024","strike","missile","FALSE","","","","","61.52","105.32","Russia","","Azerbaijani government says plane that crashed in Kazakhstan was hit by Russian surface-to-air missile","Area / Infrastructure","Ballistic / Cruise Missile","","MISSILE;RU;RUSSIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241227124002-ukraine-russia","Russia-Ukraine War","Reports that the Biden Administration will send an additional $1.25 billion in…","Dec 27, 2024","strike","strike","FALSE","50.45","30.52","Ukraine (UAF)","Ukrainian Armed Forces","48.38","31.17","Ukraine","","Reports that the Biden Administration will send an additional $1.25 billion in military assistance to Ukraine","Naval facility","","","RUSSIA-UKRAINE-WAR;STRIKE;UA;UKRAINE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20241227165001-israel-unk","Independent Actions","Israeli military intercepts long-range ballistic missile","Dec 27, 2024","strike","missile","FALSE","","","","","31.5","34.9","Israel","","Israeli military intercepts long-range ballistic missile","Area / Infrastructure","Ballistic / Cruise Missile","","IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250102190003-israel-unk","Independent Actions","Alerts across central Israel amid likely launch of ballistic missile from Yemen","Jan 2, 2025","strike","missile","FALSE","","","","","31.5","34.9","Israel","","Alerts across central Israel amid likely launch of ballistic missile from Yemen","Area / Infrastructure","Ballistic / Cruise Missile","","IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250102190003-israel-unk-1","Independent Actions","Israeli military has intercepted ballistic missile fired from Yemen","Jan 2, 2025","strike","missile","FALSE","","","","","31.5","34.9","Israel","","Israeli military has intercepted ballistic missile fired from Yemen","Area / Infrastructure","Ballistic / Cruise Missile","","IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250104145005-israel-houthi","Houthi / Proxies","Alerts in central Israel after missile was fired by Iran-backed Houthis in Yemen","Jan 4, 2025","strike","missile","FALSE","15.37","44.19","Yemen (Houthi)","Sana'a / Hodeidah","31.5","34.9","Israel","","Alerts in central Israel after missile was fired by Iran-backed Houthis in Yemen","Area / Infrastructure","Ballistic / Cruise Missile","","HOUTHI-/-PROXIES;IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250105185003-iran-unk","Independent Actions","The Wall Street Journal reports that Trump has been considering ways to stop Iran…","Jan 5, 2025","economic","nuclear","FALSE","","","","","32.0","53.0","Iran","","The Wall Street Journal reports that Trump has been considering ways to stop Iran from building a nuclear weapon, 'including possible preventive airstrikes'.","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250113004002-israel-opswor","Op. Swords of Iron","Reports of major progress in Israel-Hamas talks over ceasefire and hostage…","Jan 13, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Reports of major progress in Israel-Hamas talks over ceasefire and hostage release deal","Naval facility","","","IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20250114113002-israel-opswor","Op. Swords of Iron","CBS reports that Israel and Hamas have agreed on ceasefire and hostage deal 'in…","Jan 14, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","CBS reports that Israel and Hamas have agreed on ceasefire and hostage deal 'in principle'","Naval facility","","","HAMAS;IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250118145002-yemen-houthi","Houthi / Proxies","US strikes on Iran-backed Houthis in Yemen","Jan 18, 2025","strike","strike","FALSE","15.37","44.19","Yemen (Houthi)","Sana'a / Hodeidah","15.55","48.52","Yemen","","US strikes on Iran-backed Houthis in Yemen","Military target","","","HOUTHI-/-PROXIES;STRIKE;US;YE;YEMEN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250118231002-israel-opswor","Op. Swords of Iron","Israeli military spokesman says Hamas has not provided the list of the hostages…","Jan 18, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military spokesman says Hamas has not provided the list of the hostages that are supposed to be released","Military target","","","HAMAS;IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250118235003-israel-opswor","Op. Swords of Iron","Israeli military strikes across parts of the Gaza Strip","Jan 18, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military strikes across parts of the Gaza Strip","Military target","","","IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
